hatespeech,index
ديركت بدلة شاين ماسيت لاسيت,1
ديمة,0
ديمة متالقة برافوا,0
ديمة منور بوجود,0
ديمة منورة احلى امونة,0
ديمة واقفة,0
ديمة واقفة بالرجاله,0
ذبح بالباهي عجبوك ربحنا الاقل,0
ذخرا,0
ذخرا فيكهوجزاك,0
ذخرا لوطن,0
ذرية صالحة شاء كرمو اباهم سيكرهم ويجازيهم الاخرة ويرزقهم ذرية فكما تدين تدان حصته الرائعة واقول تستمع للحاقدين زملاء المهنة فحصتك جحة جمهور يحبك ويحترمك,0
ذرية صالحة شاء كرمو سيكر ويجازي الاخرة ويرزق ذرية فكما تدين تدان الرائعة واقول تستمع لحاقدين زملاء نة فحصتك جحة يحبكهويحترمك,0
ذكرت العيد,1
ذكريات جميلة اغاني ياحسرة,0
ذكي رغم,0
ذكي رغم صوته,0
ذكي رغم صوته يختار طريقه مجاله,0
ذكي رغم يختار,0
ذكي وصفة بالتوفيق,0
ذكية جميلة,0
ذليل طحان,1
ذمة موزايك شركة الماجدة القطرية صاحبة بنك الزيتونة نزل لاسيغال تبرع مليون حوالي مليون لصندوق لمجاب,0
ذوق زمك توسع اخترت ضيوفك زينة تطلب,0
ذوق زمك توسع اخترت ضيوفك زينة ناقصها تطلب,0
ذيكا المرة لحكومة ارواح,0
ذيكا المشكلة المصايب,0
ذيكا طرانت لشعب اتفظلوا جتنا كمية جديدة ايطالياحسبنا,0
ذيكة الجنسية,0
ذيكة حركة,0
رءيس,0
رءيس بنظام رءاسي,0
رءيس جية حضور اقناع,0
رءيس سيقضي ينتشر انوش بالوضع والمطارات والبواخر والمانيا,0
راءعة رفعة وخلق رسيم الزاءر,0
رااااااااااااااااااااااجل كفى,0
رااااااجل راااا,0
رااااائع اجمل الاصوات الحلوة والمدهشة معروفين,0
رااااائع ماتيار برميار اروع,0
رااااجل الحلقه,0
رااااقي لانه يستهزئ بالناس بالجهويات ضااامر بشوش,0
راااجل,0
راااك جعفور,0
راااك ماااسط,1
راااك ماسط راااك,1
راب,0
راب استرنا والطف,0
راب خاطيه,1
راب يوستر,0
رابط الموقع,0
رابعا استغلال لمتبرعين ولمستفيدين الغهذاية وبدعم بضخ لتوزع بالعدل المستحقين,0
رابور شبيفيبيكا بنيكة,1
رابي,0
رابي اقدر,0
رابي المسلمن,0
رابي ورابي يحمي المسليمين,0
رابي يشفي,0
رابي يفرج,0
راجعت الفتحاية٧٧٧,1
راحي عزيزة لبيار,0
راخستونا شكونو سامحني بيهي ضربتوه وله يوزن ذهاب قصاوة,1
راشد,0
راشد الخياري,0
راشد الخياري وضخامة,0
راشد الخياري وهرة وضخامة,0
راشد ماسيت لاسيت ماجي,1
راشد ياسافل,1
راضي,0
راضي زب لمنيك زب نكت,1
راف عصبة,1
رافع,0
رافق اشخاص كانوا محجر,0
راقية باتم ريم رقي,0
راقية باتم ريم زادتها رقي,0
راقية كيما الهيلة بلاصة نعتزل كيما,0
راقية كيما بلاصة نعتزل كيما,0
راقية ومتخلقة,0
راكهوجعت اصيبو ستيريا مثيل والشعب,0
راكهوحدك عندوبيك بونتو,0
راک ماسط راک راک کلخة تشيخ الراست,1
رانا,0
رانا انحبوك,0
رانا زواولة,0
رانا عائلة مايجيش,1
رانا فادينا ووه,1
رانا فايكين بيكم البترول,1
رانا فايكين بيكوم البترول,1
رانا فسخناكم جميلة,1
رانا متنا التنرفيز,0
رانا مصلمين,1
رانا نموتوا,0
راني,1
راني جبدت والديه قتلتو,1
راني شارع ويتك هايكا,1
راه الحكيم,1
راه الهى عندوا امراض والدم والقلب معرصين لموت,0
راه انفلونزا,0
راهوا تحكيوا وتجيبوا,1
راولت,1
راىع,0
رايتك لنفسك الراحة تستطيع مواصلة فطريقك لازال,0
رايتم عميدا لكلية صحية رئيسا لعمادة رئيسا لقسم اختصاص الوقائي الامراض الجرثومية رايتم خبيرا دوليا,0
رايح سحرا ميبون الجحيم,1
رايس,0
رائع,0
رائع اجمل الاصوات الحلوة والمد معروفين,0
رائع اخوة,0
رائع ادري لماهذا ارى دائما صفة ارى الاحترام التقدير,0
رائع اروع,0
رائع بالتوفيق,0
رائع بتلقائيته يشعر المتفرج بانه,0
رائع جمال,0
رائع جمالها كيما مطربات الماكينة الصوت المضروب بالفلسة المونتاج التركيب التحسين,0
رائع عندوا برافوا جعفور,0
رائع عندوا هايل برافواا جعفور,0
رائع فلة فلتات الزمان,0
رائع ماتيار برميار اروع,0
رائع معاكهو بحول,0
رائع وحضور,0
رائعا واعجبني خروجك رائعا فقد مجرى واصبح حوار ارقى تناقش منحطين,0
رائعة,0
رائعة الاداء الدرامي تبقا دليلة مفتاحي الاولا,0
رائعة الرائع,0
رائعة المبدع الرائع الديك,0
رائعة المناضلة بهاته السيدة,0
رائعة فلة فالصوت جمال ملمة الطبوع سلطانة الصعاليك العصور ظلمت نفسكهو ظلموك احبك فلتنا,0
رائعة لمراة المناضلة السيدة,0
رائعة متالقة دائما,0
رائعة وصوت تذكرنا بالزمن الراقي والمحترم,0
رائعه,0
رائعين,0
رايكم الهي بالمستشفى بالقصرين المسؤول تحاسبو,0
راييييي قحبة,1
رباء والغاز,0
رباتك,0
ربت بيكم منعت دخول حفاظا مطارات,0
ربرات اكتافو وكلمتو الهخر,0
ربرات اكتافو وكلمتو ماللخر,0
ربس يحميكهو اعاديك تجدموا وراكم نساندوكهو وقفين الاحترام لسيادتكم,0
ربما نتوب ونرجع المستقيم طغى وخرج ماحرم,0
ربنا,0
ربنا تحملنا طاقة,0
ربنا سيادة وربنا,0
ربنا ويعدي,0
ربنا ويمد فى,0
ربنا يرفع وعنكو,0
ربنا يشفيكي رحمه ويخليلك ابوكي فعلا تحياتي لشعب,0
ربنا يشفيكي ويخليلك ابوكي فعلا تحياتي لشعب,0
ربی یحمیکم,0
ربی یفرج,0
ربی یکون فی عونک,0
ربيتها سيبت تعليمها الفجر,1
ربيع بودن قحبة ولادك القحب قدامهم يطلعوا قحبة ولدك,1
ربينا كيما بيقول المصري,0
رتحت علئ,0
رتحونا,0
رجالها,1
رجائي ودعائي بالتوفيق لقائمات حركة الانتخابات الجزئية بلديات الدندان البطان رقادة نفزة والقصيبة الثريات,0
رجد,0
رجعولنا مالكارثة احلام كمرجي توجع صرفتو بدلونا ماسط,1
رجعية يقصف يدافعوا,1
رجلة وعجبتني تلقائيت,0
رجلة ويمشي,0
رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلرجل رجلاحترامتي,0
رجوع يرفع,0
رجولة,1
رجولتك مواقفك نحترمك نراك,0
رجولتك مواقفك نحترمك نراك هلبلاد ثانوية,0
رجولتكهو مواقفك نحترمك نراك,0
رجولتكهو مواقفك نحترمك نراك الهي تاف ثانوية,0
رحلات الاجلاء,0
رحماتك,0
رحماك,0
رحمة اجازيك,0
رحمة احلى احلى عائلت يفرج يحمي,0
رحمتك,0
رحمتك ارحمنا,0
رحموشة شاء يشفيكهو يعافيكهو برفو نعيم يفرج العسر,0
رحموشة شاءالله يعافيك برفووو نعيم تتجاوز هالمحن يفرجها العسر,0
رحيم احمينا,0
رحيم ارحمنا,0
رخيسة اوطى,1
رخيصة,1
رخييييييييس,1
ردا الاعلامي الوافي العجيب لايصل الاضعف والافقر,0
ردش بالو بالو يعطو زعمة متاكد الورقة لمست يدين مكانطية كانوش ينجمو يبعثولو فحوى الورقة رسالة نصية,0
ردك ونتن اجيبك,1
ردوا الهيل,0
ردوا بالكم,0
ردوا بالكم احباءكم,0
ردىء,1
رديء امراة رديئة وسختم بصفة وسخر شهمنا فاهم يشوهو للصباح,1
رديتوه شخصية رديتوه تخلف متاعنا وكاهو,1
رذعها امه,1
ررررررررررررررررائع,0
رزانة,0
رسالۃ رٸيس وريۃ رٸيس الحكومۃ لتخفيف انتشار حمايۃ ورجال الدولۃ والقضاۃ والمحامين والمساجين اعفو المتبعين عدليا قضايا ديوانيۃ قضايا شيکات قضايا ماليۃ قديمۃ العدوی التبع العدلي معنت اخری الريشارش ذمۃ القضیۃ لمهذا,0
رسالۃ رٸيس وريۃ رٸيس الحكومۃ لتخفيف انتشار حمايۃ ورجال الدولۃ والقضاۃ والمحامين والمساجين اعفو المتبعين عدليا قضايا ديوانيۃ قضايا شيکات قضايا ماليۃ قديمۃ العدویاو التبع العدلي معنت اخری الريشارش ذمۃ القضیۃلمهذا,0
رسالة غضبان,0
رسالة ليكهولعاملين القطاع ياريت لدولة ميزانيت يزينا لوزارة والفن والفنانين والافلام والمسلسلت ميزانيت المليار ونعطيو لطبيب تليق وقراية اثر سنين شفنا الغصرة لانفعتنا الرياضة فنانين,0
رشاق جمال جائزة نوبل الانوثة,0
رعاك وحماك,0
رعاية المولى انفاسنا شحنة احتراما وفخ لكافة يحفظكم,0
رعاية المولى انفاسنا شحنة احتراما وفخرا لكهو لكافة يحفظكم,0
رغدة مااحلاها,0
رغدة ماحلاها,0
رغم,0
رغم اختلافي معكم انتمائك احترمت فيكهوطنيتك وطريقة ادارتك لازمة بالتوفيق وكلنا يحمي,0
رغم الاحزان شهور نتفرجوا عيايلات احراج افلام مسلسلاتوا برى قمة البذاءة,1
رغم الحكمة التصرف المجود سلاحكم وفقكم,0
رغم النقائص يخلق ويتعل باية اعهذار والتقدير,0
رغم انف الشمسين,0
رغم انف الشمسيين,0
رغم اوفقوا,0
رغم سنه اوفقوا,0
رغم صعوبة الظرف البعض يتعامل قضية بمنطق البيوت ينتظر صادقة وعوض دؤو يستثيرون استدعاء ليوج,0
رغم وبصدق سيكون لدينا باذن تجعل لظالمين سبيلا,0
رفعت راية,0
رفعنا روسنا بالجوائز التمثلية,0
رفيع يتواضع,0
رقابة صحية,0
رقعتها تشرب وتتفخر اصلها قحبة البريمة توب الربي عزراءيل يقبضلك,1
رقعتها تشرب وتفخر اصلها قحبة البريمة توب الربي عزراءيل يقبضلك,1
رقعتو,1
رقلة,0
رقم الشيء ماتا زلعاوي البريمة,0
رقم الشيء ماتاه زلعاوي البريمة,0
رقم بطاقة التعريف,0
رقم تبليغ تلاعب اسعار,0
رقم حرجة يجيو خالط اعراض قوية كحة صخانة وجيعة لازمو خالط يجيو يفرضو رقم استعجالي رقم استفسار رقم لتبليغ بالحجرالصحي ذيكا كلمو الشرطة,0
رقم روعة يعطيكم,0
رقم يعطيكم,0
رقي وفكري,0
رقيقة وياسر كلاس كاني معرسة وعمي نخطب توة والاقربون اولى بالمعروف,0
ركاب,0
ركاكة,1
ركاكة همة يمرضو الاقل,1
ركح واصعلنى دواء ومزيان,0
ركز محاربة الافة وقطاع واحنا معاكهوالشلايك عليناربي,0
ركم كرهتونا هاالبرنامج جبتونا هاالثقيل والتافه بجاه بعدوه نتابعو ونعملوا ميه جبتولنا,1
رمز,1
رمز حارة يصفقولو يمشيش بالو,1
رمز رموز حطب جهنم,1
رني رني علمو القحب,1
رهدان الخضراء يتفرجش شنية ينقد القدرة تحمل مسؤولية افعاله اقواله عنه يضوي البراني الافلام الاجنبية نراو العجب قمة رومانسي يرى جريء لقطة الطامة الكبرى ملائكة ائمة جوامع يطيحو باقبح انواح الشتائم جوههم تربيتهم المخرج يردوهم بيهم نقصو قمة النميمة العياذ ضاربو المستويات زعام هنيئا بهذا,1
رهط هذ قيمة التافه قيمة فالبلاد,1
رهوت,1
رهوت قنات,1
رهوط,1
رهوط حاشة,1
رواد المخابز مسكرة ايام,0
رواية,1
روتانا ومالوطا ايمانها,1
روع,0
روع التمثيل,0
روع اميم بالتوفيق,0
روع بجد,0
روع بروحوك الشوي عرفينك دبرتي,0
روع روع مثالي افضلو والبنوت يشفي,0
روع شاء,0
روعة,0
روعة اختكم الجزاءر,0
روعة اداء وصوت,0
روعة الاخراج التمثيل,0
روعة البجعة,0
روعة الهوح,0
روعة امنة,0
روعة تحسن,0
روعة حضور اسطوري صورا جميلة توانسى الفنانة ذكرا,0
روعة روعة روعة,0
روعة روعة روعة الرحمن,0
روعة محلاحة الهيلة,0
روعة مريومة,0
روعة مريومة ونضال,0
روعة معاكهو بالنجاح امونة,0
روعة نرمال,0
روعة واقعنا براشة يولي ينسى اصلو,0
روعة وبرفو,0
روعه,0
روعه الهي بروحوك الشويه عرفينك دبرتيه,0
روعه بجد,0
روعه حبيتكم,0
روعه روعه مثالي افضلو والبنوته يشفيها,0
رؤوسنا,0
روووووعه,0
روووووعه شاء,0
رووووووعه,0
رويق,1
رويق ومساطة يدفعوا لحد يعملوا تاجر بسمعتها لحد تحير زعيم يلوج وتطيح وتجوبير المغني يوافق هالمهزلة باباراتزي معروفة البرا وفيها وفضايح صعيبة وكمل بتجوبير يازعيم والي اتفه,1
رى,0
رياضية وفنانة صناافة ممتاز,0
رياضية وفنانة صنافة متاز,0
ريتني اقسم طفلة نخرجك ازرق مفرك نعيمة الجاني لسلوسة وكلتو البوزة خنيث اندادك اخرة يهلكك خليتني نهبط لمستوى مهوش تلقاو قبوراتكم تقطعو النسل يحرقكم بالنار يطفيوكم بقاز محرقتولي اعصابي يحقلك يتشق وهف يلمك المشكلة نعايرك ناري تحسها,1
ريحو وكلو يسلك جوعتونا ارحم,0
ريحو وكلوهم صغارهم يسلك جوعتونا,0
ريفي,0
ريم,0
ريم الزين منطقي,0
ريم اناقت متالقة الريشة لاحسن,0
ريم تزياني وضحكتك عسولة,0
ريم خلقة خلوق عمال تزيان حظور منورة الشاشة استثنائية بوجود كيما ريم جابولنا انصاف روعة,0
ريم خلقة خلوق عمال تزيان حظور منورة الشاشة استثنائية بوجود كيما ريم هشام جابولنا انصاف روعة,0
ريم خلوق بشرة متالقة,0
ريم رضاية الوالدين متواضعة تحفونة متازة,0
ريم شخصية,0
ريم شخصية ووهرة وكار,0
ريم عايك متميز,0
ريم لحق رجلك اغير وعين واخلاق محلاهاا,0
ريم لمرى بضحكتها بقوتها ريم شاء نراوك,0
ريم مثلة الطرازالرفيع جميلة انيقة وجهذابة,0
ريم محترمة,0
ريم مسعود مثلة قوية عجبني فيلم نحبك,0
ريم مشرفتنا بحضورها ممثلة انجح شخصية قوية رائع,0
ريم مشرفتنا مثلة انجح المثلين شخصية قوية رائع,0
ريم معناش,0
ريم مللخر,0
ريم وحدها الزين الوهرة منطقي,0
ريم وعين ورزانة وثقة بالنفس بالنفس,0
ريم وعين ورزانة وثقة بالنفس بالنفس برافوووو,0
ريمني الشمال الخاريطة,0
رئيسنا منيك غيبوبة بالو بشئ دارها بوتفليقة الباجي قائد الشايب لمنيك لواحد يهج لصومال يخليهالهم واسعة عريظة,1
زاحي بف,1
زادك رفعة وتوفيقا وسدادا,0
زار تبكي بحرقة انتشار بجسد,0
زار معني البيران الوتل سربي العشر الهيل,0
زارتنا,0
زارعة المنحطة والميوعة ادري لماذا الحاضرات ضيوفا جمهورا يلبسن لباسا الطقس استديوهات,1
زافر,0
زاندينات شواية,1
زب,1
زب اسيادك ارخسك,1
زب اقصر صبعي قطوس,1
زب البجبوج,1
زب البجبوووج,1
زب الزب,1
زب القح,1
زب القحب تقفل,1
زب القحب يافاطري,1
زب القحبة,1
زب بف,1
زب تحرڨو زب زب,1
زب خلقيتك,1
زب زب زب زب زب,1
زب زب طحانة,1
زب قحب,1
زب قحبة,1
زب قحي قحا,1
زب لمنيك,1
زب وتكلم,1
زب يظربك خشمك طحان خمتي,1
زب يظربك خشمك طحان خممتي,1
زباله,1
زبزوب,1
زبورة,1
زبورة القحبة,1
زبورة القحبة بعتوا ذینکم,1
زبي,1
زبي بزك لالحاد,1
زبي تردوا ربوا ستار بالسيف نان القحبة,1
زبي توة تحكيلي معروفة مصخة ريحتها زبي باها بعثتك ترضي زبي كليون قلها زبي بالسيف زبي وياها,1
زبي خماجات زبي,1
زبي قحبة,1
زبي كاج ملبرا جبرية,1
زبي لعهد الجاهلية فرحان معناها بالي عملوه يعطيكم عصبة ولتونسكم تتحرڨوش وياها ايدكم زبي ماعلاباليش وخليناهالكم نيكولها زبي برى داوي,1
زبي مامستو ميلقو ميلقتو,1
زبي معنديش القحبة زبي,1
زبي منيكة صالح ردوه بترون قحاب مقول منيكة الصفر,1
زحح,1
زردي التزعبين الترهدين مرزنك تتصنع تتمعجن,1
زرعلنا البسمة الفرحة صغرنا,0
زرو زرو زرو ماسط,1
زعام بلبلبلبلبلا يزيكم عاونوا وقفوا قالك عاونوا تحطوا,0
زعكة,1
زعلانين التوانسى,1
زعمة,0
زعمة نسلكو,0
زعمة نسلكوها,0
زعمة ياجماعة,0
زعيم,0
زعيم الكوميديا,0
زعيم زبي,1
زكرة,1
زكريا قرة كذبتو قلتو فالوضع متفائل والوزارة فالوضع ترجعوا لكلامو وتندموا ينفع الارقام توقعوا,0
زلزاااااال مامسطوووووووو ارزنوووووو ويتڨوعر برشاااا,1
زلزال مامسطو ارزنو ويتڨوعر,1
زمسطك,1
زنطور اقلد فغانسا,0
زهااااااه,1
زهير الذوادي,0
زهير الذوادي هههههههههه,0
زهير محلاكهو مزينة,0
زواجكم صغاركم,0
زوالي,1
زوالي طيبة توب,1
زواولة وعاون,0
زوش,0
زوك,1
زوووووووووووووووووووووعه,0
زئ بالناس بالج بشوش,0
زيادة الدخان يعطو لصحة,0
زيادة النوافذ بمكاتب البريد,0
زيبي باشولة,1
زيزي,0
زينة,0
زينة القصرينية منورة قناتنا,0
زينة القمح الشعير احلاك خليييييك هكاكا,0
زينة القمح الشعير احلاك كاكا,0
زينة القمح شعير احلاك كاكا,0
زينة تلقائية عزيزتي,0
زينة زينة,0
زينة غناك احشمي,1
زينة غناك احشمي صرحة,1
زينة قصرينية مسمى والصوت خلاش,0
زينة ماحلاها بابا,0
زينة محفلتها معاها جوها يزهينة,0
زينة منورة,0
زينة وصمة,1
زينت اعمالكم غفلة معرضون,1
زينها,0
زينها تحفونة,0
زينها يفهمو,0
زينها يفهموه,0
زينو,0
زينو بدير,0
ساامي,1
ساتر الاعداد سحيحة بالكم زءوش,0
ساجيبك,1
ساحة,1
ساحرة قثة,1
ساحل,1
ساذج,1
سارحونا,0
سارحونا يعيشكم,0
ساعة كوثر بالحاج,0
ساعي البريد تحبوا تخلقو لانكم غالطين,1
ساقطة,1
ساقطة عبده ليليا غلطت ونادمة وفايقه بروحها وتنحيه مخهها هالكلبه لتخمم ساقطة,1
ساكتين عاار الافلام فواحش الفيلم يشوه الجلالة الصلاة علااه نسيتوها رجعتو تشاهدو يكن كبشتو,1
سالم مستر ماسيت,1
سامباتيكهو يخليلها شبابها,0
سامى,1
ساهلة ندورو,0
ساهلة وفيها,0
سائر الايام احوال نوامر,0
سباتي,1
سباق وطبي العظمى سيجد لقاح علاج محلنا,0
سببتم صدمات العقلية المتردية تسببون الاحراج المصريين الرخيصين عندما لايجدون يشتموننا,1
سبجان,1
سبحانو والموت,0
سبحانو يضلم الجرذ اسمو جسمو شراكة نهضاوي,1
سبحة قران شمازال سامحني لكلاب,1
سبحة وكتاب قران شمازال سامحني لكلاب,1
سبحنك اعظمك سبحنك ارحمك سبحنك الثناء سواك السيدة وخص بعزتكهوكرمك رحيم حوط بجنودك حرمة حدودك اراد سوئ بكيد اجمل تحياتي بالسلام,0
سبقو تلقوا بركة نخافوا,0
سبلي,1
ستار,0
ستار اكاديمي بالخليجي روعة,0
ستاي,0
ستبقي,1
سترس,1
سترك,0
ستركهوعفوكهورظاك,0
ستشتدعليك الحملة ويجب بحكمة وقوة وبالقانون وبالتفسير والتوضيح تقديم المعلومة عندما اشاعة,0
ستفرج سنسعد سنتصر ستعود,0
ستكوم دنيااخرى لصط,1
ستيكة مشوار,0
سجلت اصابة مؤكدة التسلسل الرياضي المعتمد اصابة,0
سجين سوابق عدلية اختصاصو يقدمو اساس خبير,0
سجين مخرجين فالمقابلة,0
سجين مدون,0
سحب اموال لاثرياء والاحزاب والشركات المستفادة,0
سختة,1
سخخخخخخيف,1
سخط,1
سخطة,1
سخطه رايها خليتوش يفهمو,1
سخفة,1
سخفتني,1
سخفني,1
سخيييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييف,1
سد,0
سد خطاكم,0
سد خطاكم حفظكم,0
سد خطاكم لالتزام الصحيوالي مقدر وامة والانساني جمعاء,0
سد خطاكم لالتزام والي مقدر وامة والانساني جمعاء,0
سد ذخرا لوطن,0
سد مسعاكم وانار بصيرتكم,0
سد ونفع,0
سدك,0
سدكم ماسخ,1
سدي,1
سراق,1
سراول,1
سرحة ابداع تختب نميس تريح,0
سرحة ابداع تختب نميس تريح ههههههههههههههه,0
سرير,0
سرير مايتعبو,0
سطحي حاصيلو,1
سعات تلقىك,0
سعادك شليكة تيحطلو,1
سعدكم,1
سعده ملئ مكبوب,1
سعدها جابها اختي راني كليتها ماكلة سنيا تجعر وينوا والديها كاسبنها,1
سعدها وتناكت شهرتها,1
سعدهم حسبنا,1
سعدوا يهلكوا هاكا,1
سعدوا يهلكوا هاكا تييييييي,1
سعيك واعانك العزيزة,0
سعيكم,0
سعيكهو وقاك سيئات,0
سفالة,1
سفن السلع,1
سفهاء النوادي حلفاء الاعادي حافظو الفرث مفسدو,1
سفيان,0
سفيان الشعري يرحمو ضحكني جعفور السروال اﻷحمر الشطر متالق,0
سفيان الشعري يرحمو ضحكني جعفور محلاه السروال اﻷحمر الشطر انشاءالله متالق,0
سفيه,1
سقطة وتتلوز ٥اطر مايحبهاش لولى ووختها,1
سقوطيا,1
سكاتش تحفونة,0
سكاتش تحفونة برشاااا,0
سكاتش وهزيل متواقعين سكاتش احلى,1
سكتة,1
سكرتش بيعان منين الشراب,0
سكرتو واحنا نقولو وانب ومطالبة بعدم استقبال الطائرات والبواخر وفرنسا والدولة مكحلة,0
سكرش صلاة,0
سكرنا,0
سكرنا الرحلات افلام الفخفاخ الطحان,1
سكروا البيران,0
سكروا الولايات,0
سكروا حظر تجول,0
سكروا قرطاج مدهون بالقصيبة,0
سكروا محلات ليلية يرحمنا,1
سكري,1
سلاطة تعجرف الاعين فلة كلها خصال اجتمعت المسمامة,1
سلامتك سلامتي مسؤليتنا,0
سلامتكم,0
سلطانة التلفازة,0
سلطانة المسارح سلطانة بالرسمي خونا,0
سلطة,0
سلعا ماسخ,1
سلوك تيتسب انتشار عندما الاخلاقية,0
سليانة صدور نتائج تحاليل المسنة يشتب اصابت بفيروس,0
سليع,1
سليم,1
سليم سليم بجدك,0
سليمان قاسم باعلي,0
سماحني يانبيل منتخبتكش,0
سمحة,0
سمحة رابي وافقها,0
سمحني القهوة اسكر خطايا يتبعش,0
سمرا سمرا سمرا بروحي نفديك سمرا الهما احلى عينيك,0
سمرا سمرا سمرا بروحي نفديك سمرا سمرا احلى عينيك,0
سمرا عسلة مشبها,0
سمعتوشي بحزب يوزع الجال الكمامات الواقية يوعي اداكا,0
سمعتوشي بحزب يوزع الجال المطهر الكمامات الواقية يوعي اداكا,0
سمل,0
سميد,0
سميد رطب لبيع الهي حشتو بريفاي,0
سميد لكوشة منزل قتلي وبقية عجيب بفيتوا وشوفوا تقاسي,0
سميرراك الجواديواضح وجعلك انبطاحي,1
سميره واقفت اخوها محنتو يعطيها ماتتمني وتراه خواها ارجعه المستقيم ويتزوج وتراه هدا نتمنو,0
سناجي,0
سنبل,1
سنبل الطحين قصة,1
سنبل بالمساطة يطلعلك,1
سنبل ههههههههههههههههههههه,1
سنتخذ اجراءات لحماية حدودنا واقليمنا وسنفعل دورنا ملفي ومالي,0
سنتصر,0
سنحتفل بالنصر شاء,0
سندي,0
سنك,1
سنوات يخطف يغتصب يذبح كالخروف بزجاجة انها انسانية نقف فاين سنقفام دائما همه بطنه فرجه لهوه,1
سنواصل,0
سنين بطالة مستعدين انعاونوا,0
سنين علاها,1
سنين علاها طحان قناه الدعاره,1
سهرة تحفون شبعة,0
سهرة تحفونه شبعة,0
سهرة مارقة التاسعة فمة,1
سهرة مانقلك عجبتني بثنائي يتحدثون بعفويا معجب مانقلكهوالمقدم علولو,0
سهرية,0
سهرية برعاية جعفور,0
سهرية شايخ احترمك رغم انتمائي لافريقي النجاح,0
سهرية شايخ احترمك رغم انتمائي للافريقي النجاح,0
سهيلي مهوش جيبوهلنا,1
سؤ,0
سوء,0
سوء واقول,0
سواق البضائع عربات,0
سوبرمان,0
سورم,1
سورية خبيثة وظاهرة تهج اروبا غلطتوا ماخذها اصغرمنوا ببرشا اخبث السوريات ملاهط والى البرة يعرفهم شنوه,1
سى الطيف بدون ورود عرفتا وعرفانوربى اوفقك,0
سى الطيف نحبوكهو نحترموكهو نصحك الفيسبوكهو الدفاع لمستشفى,0
سى الهطيف بدون ورود عرفتا وعرفان وربى اوفقك,0
سى الهطيف نحبوكهو نحترموكهو نصحك الفيسبوكهو الدفاع لمستشفى,0
سى فتاح مراوغ متاز يغلبو يدبى حصير لطفى لعمارى غلبوش سى فتوح اسحرنا بكلامكهو زنا جيبنا بمرواغاتك جميلة صحة,0
سى ناجى مستانسة الاخاطرك عجبتنى اقنعتنى مواقفكهو ساحارب افساد امدرسة يبت فرحت شكرت انقابة اثانوى انشاءل علاقتكم فى صحفة اعسل,0
سياتيك,1
سيادة,0
سيادة اثبت جدارة المناسبربي حالنا حالكم صعيبة عصيب اضافة الحملات جة لتشوي الاطاحة بمج ذخرا لوطن نسى كافة الاطارات نكونوا ادام العافية سيادة كافة,0
سيادة اطلب قران مساجد طوال وسوف تزول شدة باذن ارجو بجدية طلبي,0
سيادة تداولتم الاعوان والاطارات بامراض,0
سيادة وتقابلني مشكلة,0
سيادة ودات الجبارة,0
سيادة يطمءن الخاصة الحاجة,0
سيادك ريف,0
سيادكم,0
سيارات تجول الاحيان شخصين مراى,0
سياسية,0
سياسين,0
سيب زبي,1
سيبت,1
سيبقى مضحكاحتى يصاب,0
سيبوا الحاكم حبسوا وسءل,0
سيتكوم,0
سيتكوم رانا راقدين,0
سيتكوم شبعة برافوا,0
سيتكوم شبعة ههههه برافوا,0
سيتكوم متاز,0
سيتكوم مقاتل حنان,0
سيتكوم مقاتلة عجبوا يدز ههههههه,0
سيتكوم مقلة ضحک,0
سيتكوم ممتاز,0
سيتكوم هايل مقلة ضحک,0
سيتكوم يااااسر,0
سيتكوم يبين بالواضح المستوى للمنتج والمتفرج,1
سيدكم,0
سيدو السارق,1
سيدى,0
سيدى نطالب بانتداب المساعدين الصحين,0
سيذكرك تحملت اصعب وزارة برشاعمل ليلا سلامة تونسين يقدم استقالتو سويعات لدارو تحمل المسوؤلية صحتك,0
سيذكرك تحملت اصعب وزارة ليلا سلامة تونسين يقدم استقالتو سويعات لدارو تحمل المسوؤلية صحتك,0
سيرة المصطفى تستطيع قائد الوليد الحاجة جندي,0
سيش,0
سيش التزمت,0
سيش واحنا مالن,0
سيش والتونسيون وتقوم,0
سيظل اعلامين ونكهويشككو كفاءتكهو خطوة تخطو درب النجاح والاصلاح,0
سيظل اعلامين ونكهويشكو كفاءتكهو خطوة تخطو درب النجاح والاصلاح,0
سيعملون المستحيل حساب حياة يبرز الرءيس وريس,0
سيف,1
سيف الاية الكريمة لقيتم فضرب القحبة,1
سيف المتقلب متروبي وبالعوت مافهم ويصيح ويفرد,1
سيكتب,0
سيكتب المسؤولية,0
سيناريو ماسط,1
سيناريو مضاري يديرو التفاهات بدلو اخترعو اشياء ياحمير,1
سينتصر الكرونا الوافد وكلاب البعرور,0
سينفع ويشد الايام,0
سيييييدك اشكونك ماسطة ياخذك وفرحة وهف يهزك,1
شاء,0
شاء اصول يكثر منهم,0
شاء اقرب,0
